what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1401421636178
opened,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1401421637079
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1401421637264
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1401421655419
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1401421660484
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1401421664483
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1401421665745
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1401421669003
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1401421671820
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.saveAll",1401421687310
started,bundle,org.eclipse.wst.xsd.core,1.1.501.v201004110600,"org.eclipse.wst.xsd.core",1401421687349
started,bundle,org.eclipse.dltk.validators.core,1.0.0.v20100524-0038,"org.eclipse.dltk.validators.core",1401421687353
started,bundle,org.eclipse.dltk.validators.externalchecker,1.0.0.v20090803-1754,"org.eclipse.dltk.validators.externalchecker",1401421687391
started,bundle,org.eclipse.wst.web,1.1.400.v201005270700,"org.eclipse.wst.web",1401421687466
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1401421688539
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1401421693844
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.saveAll",1401421703537
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1401421704339
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1401421711893
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1401421719130
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1401421722282
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1401421732581
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1401421733675
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1401421738074
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1401421746111
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1401421747090
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1401421752974
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1401421772440
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1401421774918
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1401421790904
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1401421800131
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1401421806514
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1401421807380
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.saveAll",1401421832745
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1401421880790
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1401421882935
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.saveAll",1401421921597
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1401421936929
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1401421938171
opened,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1401421938354
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1401421938484
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.selectAll",1401421998624
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1401421999082
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1401422002213
started,bundle,org.eclipse.dltk.validators.ui,2.0.0.v20091214-1712,"org.eclipse.dltk.validators.ui",1401422002903
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1401422003066
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1401422006895
opened,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1401422024114
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1401422024208
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1401422024336
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1401422027488
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1401422176793
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1401422181003
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1401422184573
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1401422186326
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1401422200711
