what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1400242455003
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1400242466896
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1400242501028
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1400242548410
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1400242550275
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1400242551670
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1400242553333
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1400242553344
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1400242554835
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1400242569856
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1400242572958
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1400242585546
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1400242588264
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1400242596342
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1400242604329
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1400242620749
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.saveAll",1400242647604
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.saveAll",1400242693807
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.saveAll",1400242714301
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1400242725384
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1400242735125
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1400242742305
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1400242743315
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.saveAll",1400242758458
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1400242759362
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1400242769209
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1400242777040
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1400242779869
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1400242790354
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1400242796855
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1400242798756
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1400242803644
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1400242808096
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1400242815730
